日期,期限品种,掉期点_Pips
2016-11-28,1Y,586.5
2016-11-25,1Y,577.5
2016-11-24,1Y,612.5
2016-11-23,1Y,582.5
2016-11-22,1Y,581.5
2016-11-21,1Y,562
2016-11-18,1Y,560
2016-11-17,1Y,570
2016-11-16,1Y,557.5
2016-11-15,1Y,540
2016-11-14,1Y,519
2016-11-11,1Y,497
2016-11-10,1Y,482.5
2016-11-09,1Y,497.5
2016-11-08,1Y,465.5
2016-11-07,1Y,489.5
2016-11-04,1Y,519.5
2016-11-03,1Y,539.5
2016-11-02,1Y,559
2016-11-01,1Y,565.5
2016-10-31,1Y,539
2016-10-28,1Y,525
2016-10-27,1Y,554
2016-10-26,1Y,588.5
2016-10-25,1Y,574
2016-10-24,1Y,580
2016-10-21,1Y,606
2016-10-20,1Y,606.5
2016-10-19,1Y,618
2016-10-18,1Y,630
2016-10-17,1Y,627.5
2016-10-14,1Y,627.5
2016-10-13,1Y,628.5
2016-10-12,1Y,639.5
2016-10-11,1Y,616.5
2016-10-10,1Y,600.5
2016-09-30,1Y,603.5
2016-09-29,1Y,606.25
2016-09-28,1Y,626.5
2016-09-27,1Y,709.5
2016-09-26,1Y,723
2016-09-23,1Y,705
2016-09-22,1Y,725.5
2016-09-21,1Y,755
2016-09-20,1Y,735
2016-09-19,1Y,714
2016-09-14,1Y,707.5
2016-09-13,1Y,719.5
2016-09-12,1Y,762.5
2016-09-09,1Y,732.5
2016-09-08,1Y,712.5
2016-09-07,1Y,715.5
2016-09-06,1Y,805
2016-09-05,1Y,870
2016-09-02,1Y,847
2016-09-01,1Y,775
2016-08-31,1Y,788
2016-08-30,1Y,825
2016-08-29,1Y,833.5
2016-08-26,1Y,797
2016-08-25,1Y,782
2016-08-24,1Y,795
2016-08-23,1Y,755
2016-08-22,1Y,690
2016-08-19,1Y,650.5
2016-08-18,1Y,660.75
2016-08-17,1Y,661
2016-08-16,1Y,661
2016-08-15,1Y,624
2016-08-12,1Y,660
2016-08-11,1Y,734
2016-08-10,1Y,693.5
2016-08-09,1Y,662.5
2016-08-08,1Y,676.5
2016-08-05,1Y,687.5
2016-08-04,1Y,654.5
2016-08-03,1Y,645
2016-08-02,1Y,656.5
2016-08-01,1Y,651
2016-07-29,1Y,635.5
2016-07-28,1Y,590
2016-07-27,1Y,550
2016-07-26,1Y,577
2016-07-25,1Y,590.5
2016-07-22,1Y,599
2016-07-21,1Y,596.5
2016-07-20,1Y,573.5
2016-07-19,1Y,561.5
2016-07-18,1Y,578
2016-07-15,1Y,598.5
2016-07-14,1Y,616
2016-07-13,1Y,629.5
2016-07-12,1Y,644
2016-07-11,1Y,589
2016-07-08,1Y,612.5
2016-07-07,1Y,648
2016-07-06,1Y,680
2016-07-05,1Y,655
2016-07-04,1Y,660
2016-07-01,1Y,692.5
2016-06-30,1Y,780
2016-06-29,1Y,770
2016-06-28,1Y,744
2016-06-27,1Y,812.5
2016-06-24,1Y,870
2016-06-23,1Y,897
2016-06-22,1Y,894.5
2016-06-21,1Y,867
2016-06-20,1Y,855
2016-06-17,1Y,876.5
2016-06-16,1Y,962.5
2016-06-15,1Y,837.5
2016-06-14,1Y,790
2016-06-13,1Y,709.5
2016-06-08,1Y,686
2016-06-07,1Y,734
2016-06-06,1Y,691.5
2016-06-03,1Y,664
2016-06-02,1Y,645.5
2016-06-01,1Y,698
2016-05-31,1Y,674
2016-05-30,1Y,637.5
2016-05-27,1Y,657
2016-05-26,1Y,677.5
2016-05-25,1Y,654
2016-05-24,1Y,537.5
2016-05-23,1Y,590
2016-05-20,1Y,643.5
2016-05-19,1Y,672.5
2016-05-18,1Y,747.5
2016-05-17,1Y,787.5
2016-05-16,1Y,794
2016-05-13,1Y,811
2016-05-12,1Y,767
2016-05-11,1Y,796.5
2016-05-10,1Y,794
2016-05-09,1Y,770.5
2016-05-06,1Y,747.5
2016-05-05,1Y,726
2016-05-04,1Y,675
2016-05-03,1Y,670.5
2016-04-29,1Y,705
2016-04-28,1Y,725
2016-04-27,1Y,743.5
2016-04-26,1Y,771
2016-04-25,1Y,785
2016-04-22,1Y,787.5
2016-04-21,1Y,817.5
2016-04-20,1Y,805
2016-04-19,1Y,759.5
2016-04-18,1Y,781.5
2016-04-15,1Y,804.5
2016-04-14,1Y,865.5
2016-04-13,1Y,820.5
2016-04-12,1Y,772
2016-04-11,1Y,776
2016-04-08,1Y,721.5
2016-04-07,1Y,748
2016-04-06,1Y,705
2016-04-05,1Y,638.5
2016-04-01,1Y,628
2016-03-31,1Y,651.5
2016-03-30,1Y,612
2016-03-29,1Y,665.5
2016-03-28,1Y,692.5
2016-03-25,1Y,722.5
2016-03-24,1Y,755
2016-03-23,1Y,822.5
2016-03-22,1Y,777.5
2016-03-21,1Y,612
2016-03-18,1Y,526.5
2016-03-17,1Y,532
2016-03-16,1Y,555
2016-03-15,1Y,582.5
2016-03-14,1Y,532
2016-03-11,1Y,647
2016-03-10,1Y,682
2016-03-09,1Y,685
2016-03-08,1Y,678
2016-03-07,1Y,665.25
2016-03-04,1Y,686
2016-03-03,1Y,705.5
2016-03-02,1Y,722.5
2016-03-01,1Y,720
2016-02-29,1Y,706.5
2016-02-26,1Y,696.5
2016-02-25,1Y,817.5
2016-02-24,1Y,875
2016-02-23,1Y,867.5
2016-02-22,1Y,854
2016-02-19,1Y,865
2016-02-18,1Y,870
2016-02-17,1Y,853
2016-02-16,1Y,851.5
2016-02-15,1Y,902
2016-02-05,1Y,958
2016-02-04,1Y,965
2016-02-03,1Y,956
2016-02-02,1Y,970
2016-02-01,1Y,1007.5
2016-01-29,1Y,1022.5
2016-01-28,1Y,990
2016-01-27,1Y,1023
2016-01-26,1Y,1060
2016-01-25,1Y,1097.5
2016-01-22,1Y,1135
2016-01-21,1Y,1168.5
2016-01-20,1Y,1163
2016-01-19,1Y,1141
2016-01-18,1Y,1100
2016-01-15,1Y,1107.5
2016-01-14,1Y,1127.5
2016-01-13,1Y,1180
2016-01-12,1Y,1207.5
2016-01-11,1Y,1200
2016-01-08,1Y,1211
2016-01-07,1Y,1282.5
2016-01-06,1Y,1256
2016-01-05,1Y,1220
2016-01-04,1Y,1249
2015-12-31,1Y,1165
2015-12-30,1Y,1146
2015-12-29,1Y,1107.5
2015-12-28,1Y,1126
2015-12-25,1Y,1130
2015-12-24,1Y,1117.5
2015-12-23,1Y,1113.5
2015-12-22,1Y,1127.5
2015-12-21,1Y,1113
2015-12-18,1Y,1107
2015-12-17,1Y,1105
2015-12-16,1Y,1060
2015-12-15,1Y,1062.5
2015-12-14,1Y,1100
2015-12-11,1Y,1072.5
2015-12-10,1Y,1055
2015-12-09,1Y,1152
2015-12-08,1Y,1167.5
2015-12-07,1Y,1139
2015-12-04,1Y,1090
2015-12-03,1Y,1086
2015-12-02,1Y,1122.5
2015-12-01,1Y,1139.5
2015-11-30,1Y,1134
